"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-05",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-06",,,,,"0.28",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-07",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-08",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-09",,,,,"0.02",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-10",,,,,"0.15",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-11",,,,,"0.71",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-12",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-13",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-14",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-15",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-16",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-17",,,,,"0.83",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-18",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-19",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-20",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-21",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-22",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-23",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-24",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-25",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-26",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-27",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-28",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-29",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-30",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-03-31",,,,,"0.37",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-01",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-02",,,,,"0.03",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-03",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-04",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-05",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-06",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-07",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-08",,,,,"0.05",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-09",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-10",,,,,"0.13",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-11",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-12",,,,,"0.43",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-13",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-14",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-15",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-16",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-17",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-18",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-19",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-20",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-21",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-22",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-23",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-24",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-25",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-26",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-27",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-28",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-29",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-04-30",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-01",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-02",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-03",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-04",,,,,"0.00","T,,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-05",,,,,"0.01",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-06",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-07",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-08",,,,,"0.57",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-09",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-10",,,,,"1.48",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-11",,,,,"0.01",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-12",,,,,"0.60",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-13",,,,,"0.73",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-14",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-15",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-16",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-17",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-18",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-19",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-20",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-21",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-22",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-23",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-24",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-25",,,,,"0.05",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-26",,,,,"0.32",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-27",,,,,"0.13",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-28",,,,,"0.02",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-29",,,,,"1.22",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-30",,,,,"0.57",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-05-31",,,,,"0.10",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-01",,,,,"0.02",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-02",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-03",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-04",,,,,"0.76",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-05",,,,,"0.05",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-06",,,,,"0.40",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-07",,,,,"0.02",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-08",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-09",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-10",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-11",,,,,"0.58",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-12",,,,,"0.00","T,,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-13",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-14",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-15",,,,,"0.04",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-16",,,,,"0.96",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-17",,,,,"0.09",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-18",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-19",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-20",,,,,"0.05",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-21",,,,,"0.02",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-23",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-24",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-25",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-26",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-27",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-28",,,,,"0.27",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-29",,,,,"0.45",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-06-30",,,,,"1.55",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-01",,,,,"0.16",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-02",,,,,"0.02",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-03",,,,,"0.00","T,,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-05",,,,,"0.01",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-06",,,,,"0.00",",,N","0.0",",,N"
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-07",,,,,"1.18",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-08",,,,,"0.95",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-09",,,,,"0.05",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-10",,,,,"0.87",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-11",,,,,"0.00","T,,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-12",,,,,"0.01",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-13",,,,,"1.83",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-14",,,,,"1.65",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-15",,,,,"0.01",",,N",,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2025-07-16",,,,,"0.27",",,N",,
